Trip ID,User ID,Destination,Start date,End date,Duration (days),Traveler name,Traveler age,Traveler gender,Traveler nationality,Accommodation type,Accommodation cost,Average Daily Cost,Total cost,Local Transport Mode
T01308,U0237,"Bangkok, Thailand",2016-08-06,2016-08-09,4,Nour,47,Female,Egyptian,Guesthouse,114.39,188.88,303.27,Marche
T01309,U0237,"Cancun, Mexico",2023-04-11,2023-04-21,11,Nour,47,Female,Egyptian,Villa,2236.48,958.58,3195.06,Tuk-Tuk
T01310,U0238,"Cartagena, Colombia",2021-01-23,2021-02-01,10,Davi,51,Male,Brazilian,Guesthouse,598.14,848.05,1446.19,Bus
T01311,U0238,"Munich, Germany",2023-02-12,2023-02-15,4,Davi,51,Male,Brazilian,Guesthouse,228.91,332.09,561.0,Scooter
T01312,U0238,"Mexico City, Mexico",2019-04-11,2019-04-17,7,Davi,51,Male,Brazilian,Hostel,247.68,624.78,872.46,Randonnée
T01313,U0238,"Hokkaido, Japan",2015-08-24,2015-09-07,15,Davi,51,Male,Brazilian,Hostel,473.1,1463.43,1936.53,Vélo
T01314,U0238,"Barcelona, Spain",2018-10-17,2018-10-19,3,Davi,51,Male,Brazilian,Hostel,102.55,263.94,366.49,Taxi
T01315,U0238,"Zermatt, Switzerland",2015-09-16,2015-09-26,11,Davi,51,Male,Brazilian,Hotel,2192.72,1839.0,4031.72,Bateau
T01316,U0238,"New York, USA",2015-07-22,2015-07-26,5,Davi,51,Male,Brazilian,Hostel,310.27,813.01,1123.28,4x4
T01317,U0238,"Barcelona, Spain",2020-06-26,2020-06-29,4,Davi,51,Male,Brazilian,Hostel,150.11,358.77,508.88,Voiture (si isolé)
T01318,U0238,"Dubai, UAE",2018-01-12,2018-01-15,4,Davi,51,Male,Brazilian,Hostel,198.25,651.97,850.22,Voiture (si isolé)
T01319,U0239,"Havana, Cuba",2021-11-16,2021-11-25,10,Maha,66,Female,Saudi,Villa,1095.81,443.6,1539.41,Bus
T01320,U0239,"Cancun, Mexico",2020-08-16,2020-08-27,12,Maha,66,Female,Saudi,Guesthouse,661.49,1137.61,1799.1,Tuk-Tuk
T01321,U0239,"Dubai, UAE",2023-03-19,2023-03-23,5,Maha,66,Female,Saudi,Hotel,1118.04,814.85,1932.89,Transports Publics
T01322,U0239,"Malé, Maldives",2015-05-09,2015-05-14,6,Maha,66,Female,Saudi,Resort,2707.58,1187.91,3895.49,Bateau
T01323,U0240,"Seville, Spain",2020-06-24,2020-06-27,4,Layla,54,Female,Egyptian,Airbnb,295.08,393.26,688.34,Métro
T01324,U0240,"Cusco, Peru",2018-09-17,2018-09-28,12,Layla,54,Female,Egyptian,Guesthouse,738.61,1057.17,1795.78,4x4
T01325,U0240,"Rome, Italy",2019-09-27,2019-09-29,3,Layla,54,Female,Egyptian,Hostel,101.59,288.6,390.19,Métro
T01326,U0240,"Hoi An, Vietnam",2020-10-27,2020-11-09,14,Layla,54,Female,Egyptian,Airbnb,724.46,610.32,1334.78,Scooter
T01327,U0240,"Marrakech, Morocco",2017-03-21,2017-03-27,7,Layla,54,Female,Egyptian,Airbnb,346.15,304.4,650.55,Voiture (si isolé)
T01328,U0241,"Bali, Indonesia",2024-04-19,2024-04-23,5,Sergio,44,Male,Spanish,Villa,1239.56,489.0,1728.56,Voiture
T01329,U0241,"San Francisco, USA",2023-05-24,2023-05-30,7,Sergio,44,Male,Spanish,Guesthouse,655.08,1256.89,1911.97,Taxi
T01330,U0241,"Seville, Spain",2016-09-02,2016-09-04,3,Sergio,44,Male,Spanish,Airbnb,240.53,263.08,503.61,4x4
T01331,U0241,"Seville, Spain",2021-12-23,2021-12-26,4,Sergio,44,Male,Spanish,Airbnb,303.78,350.08,653.86,Métro
T01332,U0242,"Cancun, Mexico",2023-08-14,2023-08-19,6,Phương,57,Female,Vietnamese,Guesthouse,320.13,588.63,908.76,Taxi
T01333,U0242,"San Juan, Puerto Rico",2021-09-07,2021-09-16,10,Phương,57,Female,Vietnamese,Resort,2721.44,913.72,3635.16,Vélo
T01334,U0242,"Budapest, Hungary",2015-11-01,2015-11-03,3,Phương,57,Female,Vietnamese,Guesthouse,86.23,134.25,220.48,Taxi
T01335,U0243,"Copenhagen, Denmark",2024-08-08,2024-08-12,5,Juan,42,Male,Colombian,Hostel,272.06,927.05,1199.11,Vélo
T01336,U0243,"Stockholm, Sweden",2017-06-08,2017-06-14,7,Juan,42,Male,Colombian,Hotel,1344.92,1330.62,2675.54,Randonnée
T01337,U0243,"Hokkaido, Japan",2015-09-23,2015-10-04,12,Juan,42,Male,Colombian,Hostel,448.49,997.92,1446.41,Transports Publics
T01338,U0243,"Rome, Italy",2015-11-27,2015-12-03,7,Juan,42,Male,Colombian,Hotel,776.15,603.65,1379.8,Randonnée
T01339,U0243,"Galapagos Islands, Ecuador",2020-12-09,2020-12-16,8,Juan,42,Male,Colombian,Hotel,1713.68,1404.54,3118.22,Randonnée
T01340,U0243,"San Diego, USA",2016-03-18,2016-03-20,3,Juan,42,Male,Colombian,Airbnb,475.9,579.78,1055.68,Randonnée
T01341,U0243,"Hokkaido, Japan",2015-08-25,2015-08-31,7,Juan,42,Male,Colombian,Airbnb,597.8,619.23,1217.03,4x4
T01342,U0244,"Bali, Indonesia",2020-10-21,2020-11-01,12,Elena,64,Female,Russian,Hotel,1594.78,1162.49,2757.27,Tuk-Tuk
T01343,U0244,"Miami, USA",2017-09-08,2017-09-14,7,Elena,64,Female,Russian,Hotel,1477.29,1299.24,2776.53,Taxi
T01344,U0244,"Cairns, Australia",2021-11-12,2021-11-20,9,Elena,64,Female,Russian,Airbnb,727.82,855.29,1583.11,Taxi
T01345,U0244,"Bali, Indonesia",2025-01-27,2025-02-04,9,Elena,64,Female,Russian,Hotel,1072.03,753.81,1825.84,Voiture
T01346,U0245,"Amsterdam, Netherlands",2016-10-02,2016-10-08,7,Alice,49,Female,Swedish,Hostel,336.7,1221.94,1558.64,Scooter
T01347,U0246,"Galapagos Islands, Ecuador",2018-08-27,2018-09-04,9,Emily,46,Female,American,Guesthouse,886.49,1663.47,2549.96,Métro
T01348,U0246,"Galapagos Islands, Ecuador",2017-01-09,2017-01-23,15,Emily,46,Female,American,Guesthouse,1186.64,2773.16,3959.8,Bus
T01349,U0246,"Seoul, South Korea",2019-01-12,2019-01-17,6,Emily,46,Female,American,Guesthouse,546.56,983.71,1530.27,Bateau
T01350,U0247,"Kyoto, Japan",2020-08-25,2020-09-05,12,Finn,68,Male,Australian,Guesthouse,719.83,1152.8,1872.63,Voiture (si isolé)
T01351,U0247,"San Francisco, USA",2021-07-07,2021-07-11,5,Finn,68,Male,Australian,Hostel,280.47,963.06,1243.53,Marche
T01352,U0247,"Wellington, New Zealand",2024-01-02,2024-01-05,4,Finn,68,Male,Australian,Hostel,242.05,693.34,935.39,Métro
T01353,U0248,"Bali, Indonesia",2022-11-20,2022-11-29,10,Alice,45,Female,French,Hotel,1273.84,949.63,2223.47,Transports Publics
T01354,U0248,"Bali, Indonesia",2016-07-15,2016-07-25,11,Alice,45,Female,French,Resort,2832.23,922.68,3754.91,Transports Publics
T01355,U0248,"Medina, Saudi Arabia",2024-02-11,2024-02-22,12,Alice,45,Female,French,Hotel,2462.13,1996.65,4458.78,Bus
T01356,U0248,"Miami, USA",2020-01-04,2020-01-14,11,Alice,45,Female,French,Airbnb,1356.26,2065.87,3422.13,Scooter
T01357,U0248,"Ubud, Indonesia",2022-07-22,2022-08-04,14,Alice,45,Female,French,Hotel,1822.52,1334.54,3157.06,Scooter
T01358,U0249,"Geneva, Switzerland",2017-02-07,2017-02-11,5,Aoi,42,Female,Japanese,Guesthouse,469.32,886.71,1356.03,Transports Publics
T01359,U0249,"Helsinki, Finland",2023-08-11,2023-08-17,7,Aoi,42,Female,Japanese,Hotel,1596.58,1340.74,2937.32,Voiture
T01360,U0249,"Copenhagen, Denmark",2018-06-09,2018-06-11,3,Aoi,42,Female,Japanese,Hotel,562.38,542.52,1104.9,Voiture
T01361,U0249,"Moscow, Russia",2025-09-02,2025-09-07,6,Aoi,42,Female,Japanese,Hotel,661.78,489.27,1151.05,Voiture (si isolé)
T01362,U0249,"Hokkaido, Japan",2020-05-24,2020-06-06,14,Aoi,42,Female,Japanese,Hotel,1816.6,1160.47,2977.07,Marche
T01363,U0249,"Kyoto, Japan",2022-11-01,2022-11-10,10,Aoi,42,Female,Japanese,Hotel,1110.22,981.92,2092.14,Voiture
T01364,U0249,"Reykjavik, Iceland",2024-10-08,2024-10-15,8,Aoi,42,Female,Japanese,Hostel,434.28,1539.4,1973.68,Voiture (si isolé)
T01365,U0250,"Paris, France",2016-11-23,2016-11-27,5,Sebastián,66,Male,Colombian,Airbnb,776.85,988.59,1765.44,Bus
T01366,U0250,"Venice, Italy",2025-01-15,2025-01-21,7,Sebastián,66,Male,Colombian,Airbnb,1036.76,1231.47,2268.23,Taxi
T01367,U0250,"Cusco, Peru",2023-03-27,2023-04-02,7,Sebastián,66,Male,Colombian,Hotel,898.08,687.14,1585.22,Bus
T01368,U0250,"Lisbon, Portugal",2021-11-27,2021-11-29,3,Sebastián,66,Male,Colombian,Guesthouse,146.5,268.11,414.61,Bus
T01369,U0250,"Cusco, Peru",2017-12-12,2017-12-18,7,Sebastián,66,Male,Colombian,Guesthouse,410.15,652.95,1063.1,Métro
T01370,U0250,"Vienna, Austria",2024-07-05,2024-07-07,3,Sebastián,66,Male,Colombian,Hostel,92.8,290.65,383.45,Métro
T01371,U0250,"Munich, Germany",2024-09-13,2024-09-15,3,Sebastián,66,Male,Colombian,Hostel,105.35,283.53,388.88,Scooter
T01372,U0251,"Sydney, Australia",2021-03-16,2021-03-20,5,Ha-Eun,30,Female,South Korean,Hotel,1030.77,841.99,1872.76,Taxi
T01373,U0251,"Shanghai, China",2016-04-05,2016-04-08,4,Ha-Eun,30,Female,South Korean,Guesthouse,238.96,360.65,599.61,Voiture
T01374,U0251,"Shanghai, China",2021-08-20,2021-08-26,7,Ha-Eun,30,Female,South Korean,Hotel,956.25,661.41,1617.66,Taxi
T01375,U0251,"Cusco, Peru",2025-01-26,2025-02-08,14,Ha-Eun,30,Female,South Korean,Hotel,1550.4,1183.67,2734.07,4x4
T01376,U0251,"Queenstown, New Zealand",2020-05-02,2020-05-09,8,Ha-Eun,30,Female,South Korean,Hotel,1740.73,1497.27,3238.0,Randonnée
T01377,U0251,"Rome, Italy",2015-12-08,2015-12-12,5,Ha-Eun,30,Female,South Korean,Hotel,556.88,486.83,1043.71,Métro
T01378,U0252,"Zermatt, Switzerland",2025-08-16,2025-08-27,12,Mia,69,Female,Australian,Hostel,694.95,1954.33,2649.28,Bateau
T01379,U0252,"Galapagos Islands, Ecuador",2018-03-20,2018-03-30,11,Mia,69,Female,Australian,Hostel,606.49,1848.6,2455.09,Bateau
T01380,U0252,"Kruger NP, South Africa",2018-12-17,2018-12-30,14,Mia,69,Female,Australian,Hostel,838.48,2413.92,3252.4,Métro
T01381,U0252,"Patagonia, Argentina",2022-12-16,2022-12-22,7,Mia,69,Female,Australian,Hostel,245.54,596.56,842.1,Métro
T01382,U0252,"Copenhagen, Denmark",2023-04-24,2023-04-28,5,Mia,69,Female,Australian,Hostel,312.23,860.15,1172.38,Scooter
T01383,U0252,"Nairobi, Kenya",2019-12-19,2019-12-21,3,Mia,69,Female,Australian,Airbnb,269.34,262.43,531.77,Transports Publics
T01384,U0252,"Los Angeles, USA",2016-09-10,2016-09-15,6,Mia,69,Female,Australian,Hostel,295.77,996.71,1292.48,Bateau
T01385,U0252,"Patagonia, Argentina",2018-11-06,2018-11-19,14,Mia,69,Female,Australian,Hostel,483.4,1266.81,1750.21,4x4
T01386,U0252,"Banff, Canada",2017-12-22,2017-12-31,10,Mia,69,Female,Australian,Guesthouse,793.03,1955.25,2748.28,Transports Publics
T01387,U0252,"Helsinki, Finland",2020-01-08,2020-01-12,5,Mia,69,Female,Australian,Hostel,273.65,898.78,1172.43,Bateau
T01388,U0252,"Kruger NP, South Africa",2023-06-10,2023-06-23,14,Mia,69,Female,Australian,Hostel,728.13,2520.42,3248.55,Métro
T01389,U0253,"Montreal, Canada",2016-07-20,2016-07-26,7,Sofía,21,Female,Mexican,Hotel,960.08,581.22,1541.3,Transports Publics
T01390,U0253,"Hokkaido, Japan",2015-03-27,2015-04-08,13,Sofía,21,Female,Mexican,Hotel,1403.77,1104.25,2508.02,Bateau
T01391,U0253,"Stockholm, Sweden",2024-12-07,2024-12-09,3,Sofía,21,Female,Mexican,Hotel,581.77,551.09,1132.86,Tuk-Tuk
T01392,U0253,"Galapagos Islands, Ecuador",2024-01-08,2024-01-17,10,Sofía,21,Female,Mexican,Guesthouse,829.87,1629.92,2459.79,Métro
T01393,U0253,"Geneva, Switzerland",2022-05-22,2022-05-24,3,Sofía,21,Female,Mexican,Hotel,544.05,500.22,1044.27,Voiture (si isolé)
T01394,U0253,"Banff, Canada",2025-10-20,2025-11-03,15,Sofía,21,Female,Mexican,Hotel,2664.59,2814.01,5478.6,Métro
T01395,U0253,"Kruger NP, South Africa",2017-09-05,2017-09-15,11,Sofía,21,Female,Mexican,Hotel,2418.25,1842.8,4261.05,Randonnée
T01396,U0254,"Cusco, Peru",2016-06-10,2016-06-19,10,Khanya,22,Female,South African,Hotel,1358.03,946.79,2304.82,Bateau
T01397,U0254,"Wellington, New Zealand",2020-02-23,2020-02-25,3,Khanya,22,Female,South African,Airbnb,426.68,558.12,984.8,Bateau
T01398,U0254,"Cape Town, South Africa",2025-09-06,2025-09-11,6,Khanya,22,Female,South African,Hostel,188.35,493.06,681.41,Bateau
T01399,U0254,"Kruger NP, South Africa",2019-09-23,2019-10-05,13,Khanya,22,Female,South African,Airbnb,1898.75,2111.49,4010.24,Voiture
T01400,U0254,"Toronto, Canada",2023-01-05,2023-01-11,7,Khanya,22,Female,South African,Airbnb,514.18,638.24,1152.42,Bateau
T01401,U0254,"Reykjavik, Iceland",2021-02-21,2021-02-27,7,Khanya,22,Female,South African,Airbnb,997.51,1365.95,2363.46,Bateau
T01402,U0254,"Nice, France",2022-01-26,2022-02-04,10,Khanya,22,Female,South African,Villa,3034.3,1781.88,4816.18,Voiture (si isolé)
T01403,U0254,"San Diego, USA",2023-12-02,2023-12-06,5,Khanya,22,Female,South African,Hostel,289.19,914.5,1203.69,4x4
T01404,U0255,"Shanghai, China",2023-02-14,2023-02-20,7,Sam,45,Male,American,Hostel,255.32,627.42,882.74,Marche
T01405,U0255,"Zermatt, Switzerland",2018-08-23,2018-09-04,13,Sam,45,Male,American,Hostel,611.17,2317.99,2929.16,Bateau
T01406,U0255,"Cape Town, South Africa",2022-05-15,2022-05-19,5,Sam,45,Male,American,Hostel,168.31,416.08,584.39,Marche
T01407,U0255,"Kruger NP, South Africa",2022-06-12,2022-06-21,10,Sam,45,Male,American,Hostel,489.95,1908.2,2398.15,Bateau
T01408,U0255,"Galapagos Islands, Ecuador",2016-10-20,2016-10-28,9,Sam,45,Male,American,Hostel,492.93,1631.41,2124.34,Transports Publics
T01409,U0255,"Cape Town, South Africa",2021-02-26,2021-03-03,6,Sam,45,Male,American,Hostel,189.42,528.17,717.59,Bateau
T01410,U0255,"Rome, Italy",2019-05-13,2019-05-15,3,Sam,45,Male,American,Hostel,119.92,282.17,402.09,Voiture (si isolé)
T01411,U0256,"Seville, Spain",2018-01-05,2018-01-11,7,Nour,52,Female,Egyptian,Guesthouse,373.83,634.77,1008.6,Métro
T01412,U0256,"Kuala Lumpur, Malaysia",2020-10-04,2020-10-06,3,Nour,52,Female,Egyptian,Guesthouse,96.82,131.37,228.19,Transports Publics
T01413,U0256,"Budapest, Hungary",2017-08-09,2017-08-13,5,Nour,52,Female,Egyptian,Hostel,99.7,244.4,344.1,Métro
T01414,U0256,"Patagonia, Argentina",2018-06-14,2018-06-27,14,Nour,52,Female,Egyptian,Guesthouse,764.73,1266.39,2031.12,Bus
T01415,U0256,"Cusco, Peru",2024-11-05,2024-11-12,8,Nour,52,Female,Egyptian,Guesthouse,450.18,716.01,1166.19,Randonnée
T01416,U0256,"Miami, USA",2018-02-03,2018-02-12,10,Nour,52,Female,Egyptian,Guesthouse,906.07,1731.23,2637.3,Métro
T01417,U0256,"San Francisco, USA",2022-10-03,2022-10-08,6,Nour,52,Female,Egyptian,Guesthouse,526.84,1052.69,1579.53,Taxi
T01418,U0256,"Bali, Indonesia",2018-06-03,2018-06-09,7,Nour,52,Female,Egyptian,Guesthouse,358.54,676.68,1035.22,Métro
T01419,U0256,"Hoi An, Vietnam",2018-03-16,2018-03-22,7,Nour,52,Female,Egyptian,Guesthouse,209.5,332.53,542.03,Voiture (si isolé)
T01420,U0257,"Chicago, USA",2023-10-12,2023-10-14,3,Isabella,33,Female,Brazilian,Airbnb,284.73,276.37,561.1,Randonnée
T01421,U0257,"Toronto, Canada",2016-11-07,2016-11-10,4,Isabella,33,Female,Brazilian,Airbnb,356.37,354.57,710.94,Randonnée
T01422,U0257,"Pékin, China",2018-01-08,2018-01-12,5,Isabella,33,Female,Brazilian,Airbnb,477.46,470.19,947.65,Métro
T01423,U0257,"Cape Town, South Africa",2019-08-01,2019-08-07,7,Isabella,33,Female,Brazilian,Hostel,262.05,568.03,830.08,Randonnée
T01424,U0257,"London, UK",2023-02-01,2023-02-05,5,Isabella,33,Female,Brazilian,Hostel,275.87,949.23,1225.1,Randonnée
T01425,U0257,"Amsterdam, Netherlands",2017-11-11,2017-11-13,3,Isabella,33,Female,Brazilian,Hotel,688.82,543.13,1231.95,Randonnée
T01426,U0257,"Shanghai, China",2024-12-03,2024-12-08,6,Isabella,33,Female,Brazilian,Airbnb,438.12,490.85,928.97,Randonnée
T01427,U0258,"Barcelona, Spain",2015-07-10,2015-07-14,5,Ike,52,Male,Nigerian,Guesthouse,275.56,443.58,719.14,Taxi
T01428,U0258,"Paris, France",2022-07-20,2022-07-26,7,Ike,52,Male,Nigerian,Airbnb,975.84,1233.53,2209.37,Taxi
T01429,U0258,"Dubrovnik, Croatia",2025-01-20,2025-01-24,5,Ike,52,Male,Nigerian,Villa,1145.79,466.92,1612.71,Transports Publics
T01430,U0258,"Dublin, Ireland",2015-07-23,2015-07-25,3,Ike,52,Male,Nigerian,Hotel,378.1,290.43,668.53,Bateau
T01431,U0258,"Melbourne, Australia",2019-04-03,2019-04-05,3,Ike,52,Male,Nigerian,Airbnb,482.81,486.03,968.84,Taxi
T01432,U0258,"Melbourne, Australia",2021-06-26,2021-06-30,5,Ike,52,Male,Nigerian,Guesthouse,425.08,823.56,1248.64,4x4
T01433,U0259,"Vienna, Austria",2020-08-26,2020-08-30,5,Chloe,25,Female,Australian,Hostel,159.6,422.24,581.84,Vélo
T01434,U0259,"Edinburgh, UK",2023-08-17,2023-08-21,5,Chloe,25,Female,Australian,Hostel,157.26,455.69,612.95,Voiture
T01435,U0259,"Vienna, Austria",2020-01-25,2020-01-29,5,Chloe,25,Female,Australian,Hostel,177.3,486.7,664.0,Voiture
T01436,U0259,"Kruger NP, South Africa",2025-11-23,2025-12-05,13,Chloe,25,Female,Australian,Hostel,790.76,2156.14,2946.9,Bus
T01437,U0259,"San Diego, USA",2018-02-24,2018-03-01,6,Chloe,25,Female,Australian,Hostel,311.47,1111.97,1423.44,Tuk-Tuk
T01438,U0260,"Melbourne, Australia",2024-09-01,2024-09-07,7,Simon,40,Male,French,Guesthouse,589.23,1313.81,1903.04,Bateau
T01439,U0260,"Dubrovnik, Croatia",2022-03-18,2022-03-26,9,Simon,40,Male,French,Guesthouse,420.78,796.99,1217.77,Bateau
T01440,U0260,"Cape Town, South Africa",2019-11-12,2019-11-14,3,Simon,40,Male,French,Guesthouse,156.02,263.98,420.0,Bateau
T01441,U0260,"Accra, Ghana",2021-05-18,2021-05-23,6,Simon,40,Male,French,Guesthouse,197.44,262.68,460.12,Voiture
T01442,U0261,"Chiang Mai, Thailand",2020-01-05,2020-01-13,9,Rajesh,42,Male,Indian,Hostel,174.71,420.93,595.64,Vélo
T01443,U0261,"Cancun, Mexico",2025-06-02,2025-06-08,7,Rajesh,42,Male,Indian,Guesthouse,382.6,583.39,965.99,Métro
T01444,U0261,"Rio de Janeiro, Brazil",2020-05-08,2020-05-12,5,Rajesh,42,Male,Indian,Airbnb,426.84,481.9,908.74,Scooter
T01445,U0261,"Ubud, Indonesia",2022-11-11,2022-11-22,12,Rajesh,42,Male,Indian,Hostel,449.35,1037.77,1487.12,Marche
T01446,U0262,"New York, USA",2017-03-24,2017-03-27,4,Alexandre,18,Male,French,Airbnb,599.21,730.85,1330.06,Bus
T01447,U0262,"Hanoi, Vietnam",2025-04-06,2025-04-09,4,Alexandre,18,Male,French,Airbnb,228.75,173.4,402.15,Vélo
T01448,U0262,"London, UK",2024-06-07,2024-06-11,5,Alexandre,18,Male,French,Hotel,905.4,815.81,1721.21,Bus
T01449,U0262,"Amsterdam, Netherlands",2017-06-06,2017-06-09,4,Alexandre,18,Male,French,Airbnb,641.97,710.53,1352.5,Scooter
T01450,U0262,"St Petersburg, Russia",2022-02-07,2022-02-10,4,Alexandre,18,Male,French,Airbnb,323.19,340.67,663.86,Métro
T01451,U0262,"Mexico City, Mexico",2025-05-06,2025-05-09,4,Alexandre,18,Male,French,Airbnb,310.63,342.19,652.82,Tuk-Tuk
T01452,U0262,"Geneva, Switzerland",2018-02-08,2018-02-10,3,Alexandre,18,Male,French,Airbnb,470.27,524.17,994.44,Vélo
T01453,U0262,"Stockholm, Sweden",2019-05-05,2019-05-09,5,Alexandre,18,Male,French,Hostel,293.52,846.37,1139.89,Transports Publics
T01454,U0263,"Hanoi, Vietnam",2025-07-22,2025-07-25,4,Axel,47,Male,Swedish,Guesthouse,120.45,162.06,282.51,Bus
T01455,U0263,"Kruger NP, South Africa",2023-02-05,2023-02-14,10,Axel,47,Male,Swedish,Guesthouse,856.75,1941.68,2798.43,Vélo
T01456,U0263,"Kyoto, Japan",2015-10-12,2015-10-18,7,Axel,47,Male,Swedish,Guesthouse,417.58,635.3,1052.88,Taxi
T01457,U0263,"Bali, Indonesia",2023-01-10,2023-01-15,6,Axel,47,Male,Swedish,Guesthouse,365.12,565.89,931.01,Bus
T01458,U0263,"Marrakech, Morocco",2018-11-19,2018-11-29,11,Axel,47,Male,Swedish,Guesthouse,309.02,493.33,802.35,4x4
T01459,U0264,"Bali, Indonesia",2018-01-22,2018-01-29,8,Renata,46,Female,Mexican,Guesthouse,464.24,762.97,1227.21,Voiture (si isolé)
T01460,U0264,"Dubrovnik, Croatia",2018-04-17,2018-04-21,5,Renata,46,Female,Mexican,Guesthouse,242.11,458.63,700.74,Bus
T01461,U0264,"Rio de Janeiro, Brazil",2021-08-04,2021-08-09,6,Renata,46,Female,Mexican,Guesthouse,367.63,499.06,866.69,Transports Publics
T01462,U0264,"Kruger NP, South Africa",2023-12-19,2024-01-02,15,Renata,46,Female,Mexican,Guesthouse,1199.88,2877.7,4077.58,Voiture (si isolé)
T01463,U0264,"Nice, France",2020-05-09,2020-05-15,7,Renata,46,Female,Mexican,Guesthouse,646.15,1136.61,1782.76,Vélo
T01464,U0264,"Nairobi, Kenya",2023-10-14,2023-10-16,3,Renata,46,Female,Mexican,Airbnb,267.51,243.76,511.27,Bateau
T01465,U0264,"Chiang Mai, Thailand",2017-07-06,2017-07-17,12,Renata,46,Female,Mexican,Guesthouse,319.76,544.46,864.22,Voiture (si isolé)
T01466,U0264,"Nairobi, Kenya",2025-01-16,2025-01-20,5,Renata,46,Female,Mexican,Guesthouse,289.1,465.96,755.06,Voiture (si isolé)
T01467,U0264,"Havana, Cuba",2016-09-17,2016-09-23,7,Renata,46,Female,Mexican,Hotel,418.48,284.43,702.91,Voiture (si isolé)
T01468,U0264,"Miami, USA",2022-12-12,2022-12-16,5,Renata,46,Female,Mexican,Villa,1909.27,845.93,2755.2,Bus
T01469,U0264,"Cartagena, Colombia",2020-03-24,2020-04-01,9,Renata,46,Female,Mexican,Guesthouse,551.18,741.33,1292.51,4x4
T01470,U0265,"Rio de Janeiro, Brazil",2019-08-13,2019-08-22,10,Amelia,60,Female,American,Hotel,1193.33,922.12,2115.45,Voiture (si isolé)
T01471,U0265,"Nairobi, Kenya",2024-06-05,2024-06-10,6,Amelia,60,Female,American,Hotel,708.54,498.84,1207.38,Bus
T01472,U0265,"Fiji, Fiji",2018-03-05,2018-03-15,11,Amelia,60,Female,American,Resort,3318.12,937.83,4255.95,Bus
T01473,U0265,"Zanzibar, Tanzania",2017-05-10,2017-05-17,8,Amelia,60,Female,American,Airbnb,674.95,681.91,1356.86,Bus
T01474,U0266,"Cusco, Peru",2017-10-04,2017-10-15,12,Yasmin,52,Female,Egyptian,Hotel,1360.32,985.57,2345.89,Voiture
T01475,U0267,"Melbourne, Australia",2020-09-16,2020-09-20,5,Riku,30,Male,Japanese,Hostel,302.33,852.84,1155.17,Transports Publics
T01476,U0267,"London, UK",2017-08-07,2017-08-09,3,Riku,30,Male,Japanese,Hostel,168.81,583.64,752.45,Voiture (si isolé)
T01477,U0267,"Perth, Australia",2019-06-01,2019-06-05,5,Riku,30,Male,Japanese,Hotel,540.49,473.07,1013.56,Bus
T01478,U0267,"Shanghai, China",2023-03-12,2023-03-18,7,Riku,30,Male,Japanese,Hostel,210.43,631.83,842.26,Marche
T01479,U0267,"Paris, France",2019-03-17,2019-03-19,3,Riku,30,Male,Japanese,Hostel,183.06,540.41,723.47,Voiture (si isolé)
T01480,U0267,"Chicago, USA",2018-05-12,2018-05-18,7,Riku,30,Male,Japanese,Hostel,245.46,582.1,827.56,Vélo
T01481,U0267,"Cusco, Peru",2016-05-08,2016-05-22,15,Riku,30,Male,Japanese,Hotel,1635.61,1449.91,3085.52,Marche
T01482,U0268,"New York, USA",2022-10-21,2022-10-27,7,Mia,60,Female,Australian,Guesthouse,561.19,1157.04,1718.23,Métro
T01483,U0268,"Himeji, Japan",2025-10-10,2025-10-17,8,Mia,60,Female,Australian,Guesthouse,453.4,733.37,1186.77,4x4
T01484,U0268,"Kyoto, Japan",2025-03-05,2025-03-16,12,Mia,60,Female,Australian,Guesthouse,732.13,1013.04,1745.17,Scooter
T01485,U0268,"New York, USA",2018-03-04,2018-03-08,5,Mia,60,Female,Australian,Guesthouse,408.42,910.54,1318.96,Métro
T01486,U0268,"San Francisco, USA",2020-04-07,2020-04-13,7,Mia,60,Female,Australian,Guesthouse,665.81,1227.59,1893.4,Randonnée
T01487,U0268,"Munich, Germany",2025-11-23,2025-11-28,6,Mia,60,Female,Australian,Guesthouse,320.98,526.74,847.72,Métro
T01488,U0268,"Dubai, UAE",2022-10-03,2022-10-09,7,Mia,60,Female,Australian,Hotel,1440.61,1248.44,2689.05,Métro
T01489,U0269,"Los Angeles, USA",2019-04-17,2019-04-22,6,Valeria,69,Female,Mexican,Hotel,1314.74,1029.09,2343.83,Voiture
T01490,U0269,"Boston, USA",2017-09-17,2017-09-23,7,Valeria,69,Female,Mexican,Guesthouse,682.28,1352.06,2034.34,Voiture (si isolé)
T01491,U0269,"Toronto, Canada",2023-03-04,2023-03-07,4,Valeria,69,Female,Mexican,Airbnb,329.31,393.71,723.02,Métro
T01492,U0269,"Barcelona, Spain",2020-06-06,2020-06-12,7,Valeria,69,Female,Mexican,Hotel,895.6,686.52,1582.12,Randonnée
T01493,U0270,"Cairns, Australia",2024-03-12,2024-03-16,5,Hamad,21,Male,Saudi,Villa,1151.81,469.18,1620.99,Transports Publics
T01494,U0270,"Rio de Janeiro, Brazil",2020-03-04,2020-03-12,9,Hamad,21,Male,Saudi,Airbnb,798.12,734.02,1532.14,Métro
T01495,U0270,"Dubai, UAE",2017-05-08,2017-05-10,3,Hamad,21,Male,Saudi,Hostel,176.84,513.82,690.66,Voiture (si isolé)
